ParameterID,CategoryID,ParameterName,Abbreviation,UnitID,FormatID
2706,694,"Functie Gynaecoloog (1) operatie 5","Functie Gynaecoloog (1) operatie 5",0,NaN
2707,694,"Functie Gynaecoloog (2) operatie 2","Functie Gynaecoloog (2) operatie 2",0,NaN
2708,694,"Functie Gynaecoloog (2) operatie 3","Functie Gynaecoloog (2) operatie 3",0,NaN
2709,694,"Functie Gynaecoloog (2) operatie 4","Functie Gynaecoloog (2) operatie 4",0,NaN
2710,694,"Functie Gynaecoloog (2) operatie 5","Functie Gynaecoloog (2) operatie 5",0,NaN
2711,694,"Functie Gynaecoloog (3) operatie 2","Functie Gynaecoloog (3) operatie 2",0,NaN
2712,694,"Functie Gynaecoloog (3) operatie 3","Functie Gynaecoloog (3) operatie 3",0,NaN
2713,694,"Functie Gynaecoloog (3) operatie 4","Functie Gynaecoloog (3) operatie 4",0,NaN
2714,694,"Functie Gynaecoloog (3) operatie 5","Functie Gynaecoloog (3) operatie 5",0,NaN
2715,694,"Gynaecoloog (1) operatie 2","Gynaecoloog (1) operatie 2",0,NaN
2716,694,"Gynaecoloog (1) operatie 3","Gynaecoloog (1) operatie 3",0,NaN
2717,694,"Gynaecoloog (1) operatie 4","Gynaecoloog (1) operatie 4",0,NaN
2718,694,"Gynaecoloog (1) operatie 5","Gynaecoloog (1) operatie 5",0,NaN
2719,694,"Gynaecoloog (2) operatie 2","Gynaecoloog (2) operatie 2",0,NaN
2720,694,"Gynaecoloog (2) operatie 3","Gynaecoloog (2) operatie 3",0,NaN
2721,694,"Gynaecoloog (2) operatie 4","Gynaecoloog (2) operatie 4",0,NaN
2722,694,"Gynaecoloog (2) operatie 5","Gynaecoloog (2) operatie 5",0,NaN
2723,694,"Gynaecoloog (3) operatie 2","Gynaecoloog (3) operatie 2",0,NaN
2724,694,"Gynaecoloog (3) operatie 3","Gynaecoloog (3) operatie 3",0,NaN
2725,694,"Gynaecoloog (3) operatie 4","Gynaecoloog (3) operatie 4",0,NaN
2726,694,"Gynaecoloog (3) operatie 5","Gynaecoloog (3) operatie 5",0,NaN
2727,691,"Functie Heelkunde chirurg (1) operatie 2","Functie Heelkunde chirurg (1) operatie 2",0,NaN
2728,691,"Functie Heelkunde chirurg (1) operatie 3","Functie Heelkunde chirurg (1) operatie 3",0,NaN
2729,691,"Functie Heelkunde chirurg (1) operatie 4","Functie Heelkunde chirurg (1) operatie 4",0,NaN
2730,691,"Functie Heelkunde chirurg (1) operatie 5","Functie Heelkunde chirurg (1) operatie 5",0,NaN
2731,691,"Functie Heelkunde chirurg (2) operatie 2","Functie Heelkunde chirurg (2) operatie 2",0,NaN
2732,691,"Functie Heelkunde chirurg (2) operatie 3","Functie Heelkunde chirurg (2) operatie 3",0,NaN
2733,691,"Functie Heelkunde chirurg (2) operatie 4","Functie Heelkunde chirurg (2) operatie 4",0,NaN
2734,691,"Functie Heelkunde chirurg (2) operatie 5","Functie Heelkunde chirurg (2) operatie 5",0,NaN
2735,691,"Functie Heelkunde chirurg (3) operatie 2","Functie Heelkunde chirurg (3) operatie 2",0,NaN
2736,691,"Functie Heelkunde chirurg (3) operatie 3","Functie Heelkunde chirurg (3) operatie 3",0,NaN
2737,691,"Functie Heelkunde chirurg (3) operatie 4","Functie Heelkunde chirurg (3) operatie 4",0,NaN
2738,691,"Functie Heelkunde chirurg (3) operatie 5","Functie Heelkunde chirurg (3) operatie 5",0,NaN
2739,691,"Heelkunde chirurg (1) operatie 2","Heelkunde chirurg (1) operatie 2",0,NaN
2740,691,"Heelkunde chirurg (1) operatie 3","Heelkunde chirurg (1) operatie 3",0,NaN
2741,691,"Heelkunde chirurg (1) operatie 4","Heelkunde chirurg (1) operatie 4",0,NaN
2742,691,"Heelkunde chirurg (1) operatie 5","Heelkunde chirurg (1) operatie 5",0,NaN
2743,691,"Heelkunde chirurg (2) operatie 2","Heelkunde chirurg (2) operatie 2",0,NaN
2744,691,"Heelkunde chirurg (2) operatie 3","Heelkunde chirurg (2) operatie 3",0,NaN
2745,691,"Heelkunde chirurg (2) operatie 4","Heelkunde chirurg (2) operatie 4",0,NaN
2746,691,"Heelkunde chirurg (2) operatie 5","Heelkunde chirurg (2) operatie 5",0,NaN
2747,691,"Heelkunde chirurg (3) operatie 2","Heelkunde chirurg (3) operatie 2",0,NaN
2748,691,"Heelkunde chirurg (3) operatie 3","Heelkunde chirurg (3) operatie 3",0,NaN
2749,691,"Heelkunde chirurg (3) operatie 4","Heelkunde chirurg (3) operatie 4",0,NaN
2750,691,"Heelkunde chirurg (3) operatie 5","Heelkunde chirurg (3) operatie 5",0,NaN
2751,697,"Functie KNO arts (1) operatie 2","Functie KNO arts (1) operatie 2",0,NaN
2752,697,"Functie KNO arts (1) operatie 3","Functie KNO arts (1) operatie 3",0,NaN
2753,697,"Functie KNO arts (1) operatie 4","Functie KNO arts (1) operatie 4",0,NaN
2754,697,"Functie KNO arts (1) operatie 5","Functie KNO arts (1) operatie 5",0,NaN
2755,697,"Functie KNO arts (2) operatie 2","Functie KNO arts (2) operatie 2",0,NaN
2756,697,"Functie KNO arts (2) operatie 3","Functie KNO arts (2) operatie 3",0,NaN
2757,697,"Functie KNO arts (2) operatie 4","Functie KNO arts (2) operatie 4",0,NaN
2758,697,"Functie KNO arts (2) operatie 5","Functie KNO arts (2) operatie 5",0,NaN
2759,697,"Functie KNO arts (3) operatie 2","Functie KNO arts (3) operatie 2",0,NaN
2760,697,"Functie KNO arts (3) operatie 3","Functie KNO arts (3) operatie 3",0,NaN
2761,697,"Functie KNO arts (3) operatie 4","Functie KNO arts (3) operatie 4",0,NaN
2762,697,"Functie KNO arts (3) operatie 5","Functie KNO arts (3) operatie 5",0,NaN
2763,697,"KNO arts (1) operatie 2","KNO arts (1) operatie 2",0,NaN
2764,697,"KNO arts (1) operatie 3","KNO arts (1) operatie 3",0,NaN
2765,697,"KNO arts (1) operatie 4","KNO arts (1) operatie 4",0,NaN
2766,697,"KNO arts (1) operatie 5","KNO arts (1) operatie 5",0,NaN
2767,697,"KNO arts (2) operatie 2","KNO arts (2) operatie 2",0,NaN
2768,697,"KNO arts (2) operatie 3","KNO arts (2) operatie 3",0,NaN
2769,697,"KNO arts (2) operatie 4","KNO arts (2) operatie 4",0,NaN
2770,697,"KNO arts (2) operatie 5","KNO arts (2) operatie 5",0,NaN
2771,697,"KNO arts (3) operatie 2","KNO arts (3) operatie 2",0,NaN
2772,697,"KNO arts (3) operatie 3","KNO arts (3) operatie 3",0,NaN
2773,697,"KNO arts (3) operatie 4","KNO arts (3) operatie 4",0,NaN
2568,592,"Tacrolimus (.Prograft)","Tacrolimus (.Prograft)",10,10
2569,592,"Mycofenolaat-mofetil  (Cellcept)","Mycofenolaat-mofetil  (Cellcept)",10,10
2570,721,"Glucose (p)","Glucose (p)",0,13
2571,722,"FiO2 (d.o.)","FiO2 (d.o.)",301,11
2572,722,"P1 (d.o.)","P1 (d.o.)",177,11
2573,722,"PEEP (d.o.)","PEEP (d.o.)",177,11
2574,722,"ASB (d.o.)","ASB (d.o.)",177,11
2575,722,"Frequentie bead (d.o.)","Frequentie bead (d.o.)",15,10
2576,722,"Flowtrigger (d.o.)","Flowtrigger (d.o.)",26,12
2577,722,"Tidal volume (d.o.)","Tidal volume (d.o.)",24,11
2578,722,"I:E ratio (d.o.)","I:E ratio (d.o.)",0,NaN
2580,718,"Thuismedicatie toegediend","Thuismedicatie toegediend",0,NaN
2581,722,"Thuismedicatie toedienen","Thuismedicatie toedienen",0,13
2582,722,"Overige doktersorders","Overige doktersorders",0,NaN
2583,722,"Zuurstoftoediening","Zuurstoftoediening",0,13
2584,721,"X-Heup","X-Heup",0,13
2585,721,"X-Knie","X-Knie",0,13
2586,721,"X-overig zie opmerking","X-overig zie opmerking",0,13
2587,721,"Bloedkweek","Bloedkweek",0,13
2588,721,"Urinekweek","Urinekweek",0,13
2589,721,"Sputumkweek","Sputumkweek",0,13
2590,721,"Kweek overig (zie opmerking)","Kweek overig (zie opmerking)",0,13
2591,724,"Opname arts","Opname arts",0,NaN
2592,724,"Sein:","Sein:",0,10
2593,724,"Anesthesie","Anesthesie",0,NaN
2594,724,"Per operatief beloop","Per operatief beloop",0,NaN
2595,724,"Per operatieve medicatie","Per operatieve medicatie",0,NaN
2596,724,"Duur van de ingreep","Duur van de ingreep",4,11
2598,587,"Spoelvloeistof totaal (PACU)","Spoelvloeistof totaal (PACU)",6,11
2599,724,"Voorgeschiedenis overig","Voorgeschiedenis overig",0,NaN
2600,724,"Circulatoir:","Circulatoir:",0,NaN
2601,724,"Respiratoir:","Respiratoir:",0,NaN
2602,724,"Gastro intestinaal","Gastro intestinaal",0,NaN
2603,724,"Neurologisch","Neurologisch",0,NaN
2604,724,"Extremiteiten","Extremiteiten",0,NaN
2605,724,"Pijn:","Pijn:",0,NaN
2606,724,"Blok: sens: li:","Blok: sens: li:",0,NaN
2607,724,"Blok: sens: re:","Blok: sens: re:",0,NaN
2608,724,"Blok: mot: re:","Blok: mot: re:",0,NaN
2609,724,"Blok: mot: li:","Blok: mot: li:",0,NaN
2610,724,"Beschrijving E.C.G.","Beschrijving E.C.G.",0,NaN
2611,724,"Beschrijving X-thorax","Beschrijving X-thorax",0,NaN
2612,724,"Conclusie","Conclusie",0,NaN
2613,724,"Beleid","Beleid",0,NaN
2614,724,"Medicatie bij overplaatsing","Medicatie bij overplaatsing",0,NaN
2615,724,"Behandelingsadviezen voor afdeling","Behandelingsadviezen voor afdeling",0,NaN
2616,682,"Opname indicatie PACU","Opname indicatie PACU",0,NaN
2617,724,"Decursus","Decursus",0,NaN
2618,724,"Decursus (2)","Decursus (2)",0,NaN
2619,592,"Natriumpolystyreensulfonaat (Resonium A)","Natriumpolystyreensulfonaat (Resonium A)",9,13
2620,725,"Sugita aneurysma clip (1)","Sugita aneurysma clip (1)",0,NaN
2621,725,"Sugita aneurysma clip (2)","Sugita aneurysma clip (2)",0,NaN
2622,725,"Sugita aneurysma clip (3)","Sugita aneurysma clip (3)",0,NaN
2623,725,"Sugita aneurysma clip (4)","Sugita aneurysma clip (4)",0,NaN
2624,725,"Sugita aneurysma clip (5)","Sugita aneurysma clip (5)",0,NaN
2625,725,"Perneczky aneurysma clip (5)","Perneczky aneurysma clip (5)",0,NaN
2626,725,"Perneczky aneurysma clip (4)","Perneczky aneurysma clip (4)",0,NaN
2627,725,"Perneczky aneurysma clip (3)","Perneczky aneurysma clip (3)",0,NaN
2628,725,"Perneczky aneurysma clip (2)","Perneczky aneurysma clip (2)",0,NaN
2629,725,"Perneczky aneurysma clip (1)","Perneczky aneurysma clip (1)",0,NaN
2630,724,"Algemene indruk","Algemene indruk",0,NaN
2631,721,"Lab bij opname (routine)","Lab bij opname (routine)",0,13
2632,722,"Zie overige doktersorders","Zie overige doktersorders",0,13
2635,683,"Logboek","Logboek",0,NaN
2636,655,"ET CO2 KPa (f)","ET CO2 KPa (f)",0,12
2637,654,"Tafel nulstand","Tafel nulstand",0,NaN
2638,666,"Microwatjes","Microwatjes",0,11
2639,666,"Vierkantjes","Vierkantjes",0,11
2640,666,"Ventrikelwatjes","Ventrikelwatjes",0,11
2641,666,"Brede ventrikelwatjes","Brede ventrikelwatjes",0,11
2642,666,"Telfa watjes","Telfa watjes",0,11
2643,666,"Sprotjes","Sprotjes",0,11
2644,701,"NIER - Incidenteel","NIER - Incidenteel",0,NaN
2645,701,"NIER - Open chirurgie","NIER - Open chirurgie",0,NaN
2646,701,"NIER - Percutaan/endoscopisch","NIER - Percutaan/endoscopisch",0,NaN
2647,701,"NIER - Laparoscopie","NIER - Laparoscopie",NaN,NaN
2648,701,"URETER - Open chirurgie","URETER - Open chirurgie",NaN,NaN
2649,701,"URETER - Percutaan/endoscopisch","URETER - Percutaan/endoscopisch",0,NaN
2650,701,"BLAAS - Cystectomie","BLAAS - Cystectomie",0,NaN
2651,701,"BLAAS -Open","BLAAS -Open",NaN,NaN
2652,701,"BLAAS - Endoscopisch","BLAAS - Endoscopisch",NaN,NaN
2653,701,"BLAAS - Incontinentie","BLAAS - Incontinentie",NaN,NaN
2654,727,"Samenvatting verrichtingen codes","Samenvatting verrichtingen codes",0,NaN
2655,701,"Penisprothese materiaalcodes","Penisprothese materiaalcodes",0,NaN
2656,701,"Materiaalcodes URO","Materiaalcodes URO",0,NaN
2657,592,"Nifedipine hydrochloride (Adalat)","Nifedipine hydrochloride (Adalat)",10,12
2658,722,"Doktersorders: zie opmerking","Doktersorders: zie opmerking",0,13
2250,591,"Aspect wondvocht liquordrain","Aspect wondvocht liquordrain",0,NaN
2251,603,"Aspect wondvocht thoraxdrain 1","Aspect wondvocht thoraxdrain 1",0,NaN
2252,603,"Aspect wondvocht thoraxdrain 2","Aspect wondvocht thoraxdrain 2",0,NaN
2253,603,"Aspect wondvocht wonddrain 2","Aspect wondvocht wonddrain 2",0,NaN
2254,603,"Aspect wondvocht wonddrain 1","Aspect wondvocht wonddrain 1",0,NaN
2255,603,"Aspect wondvocht wonddrain 3","Aspect wondvocht wonddrain 3",0,NaN
2256,603,"Aspect wondvocht vacuumdrain 4","Aspect wondvocht vacuumdrain 4",0,NaN
2257,603,"Aspect wondvocht vacuumdrain 1","Aspect wondvocht vacuumdrain 1",0,NaN
2258,603,"Aspect wondvocht vacuumdrain 2","Aspect wondvocht vacuumdrain 2",0,NaN
2259,603,"Aspect wondvocht vacuumdrain 3","Aspect wondvocht vacuumdrain 3",0,NaN
2260,603,"Vacuumdrain 1","Vacuumdrain 1",6,11
2261,603,"Vacuumdrain 2","Vacuumdrain 2",6,11
2262,603,"Vacuumdrain 3","Vacuumdrain 3",6,11
2263,603,"Vacuumdrain 4","Vacuumdrain 4",6,11
2264,603,"Harmonicadrain 1","Harmonicadrain 1",6,11
2265,603,"Harmonicadrain 2","Harmonicadrain 2",6,11
2266,603,"Redondrain 1","Redondrain 1",6,11
2267,603,"Redondrain 2","Redondrain 2",6,11
2268,603,"Aspect wondvocht redondrain 1","Aspect wondvocht redondrain 1",0,NaN
2269,603,"Aspect wondvocht redondrain 2","Aspect wondvocht redondrain 2",0,NaN
2270,603,"Aspect wondvocht harmonicadrain 1","Aspect wondvocht harmonicadrain 1",0,NaN
2271,603,"Aspect wondvocht harmonicadrain 2","Aspect wondvocht harmonicadrain 2",0,NaN
2272,603,"Redondrains totaal","Redondrains totaal",6,11
2273,603,"Harmonicadrains totaal","Harmonicadrains totaal",6,11
2274,603,"Vacuumdrains totaal","Vacuumdrains totaal",6,11
2275,603,"Thoraxdrains totaal","Thoraxdrains totaal",6,11
2276,603,"Beleid thoraxdrain 1","Beleid thoraxdrain 1",NaN,NaN
2277,603,"Beleid thoraxdrain 2","Beleid thoraxdrain 2",0,NaN
2278,603,"Luchtlekkage via thoraxdrain 1","Luchtlekkage via thoraxdrain 1",0,NaN
2279,603,"Luchtlekkage via thoraxdrain 2","Luchtlekkage via thoraxdrain 2",0,NaN
2280,655,"O2 toedieningswijze","O2 toedieningswijze",NaN,NaN
2281,655,"Zuurstof % (inst)","Zuurstof % (inst)",301,11
2282,655,"Zuurstof l/min (inst)","Zuurstof l/min (inst)",26,14
2283,616,"Ventrikeltachycardie (e)","Ventrikeltachycardie (e)",0,NaN
2284,616,"PM ICD aan","PM ICD aan",0,NaN
2285,616,"PM ICD uit","PM ICD uit",0,NaN
2286,654,"KNO stomen","KNO stomen",0,NaN
2287,716,"Inbrengen CAD","Inbrengen CAD",0,NaN
2288,716,"Eenmalige blaascatheterisatie (e)","Eenmalige blaascatheterisatie (e)",0,NaN
2289,654,"Val uit bed","Val uit bed",0,NaN
2290,593,"Braken hvh","Braken hvh",0,NaN
2291,712,"Wondverband Cô","Wondverband Cô",0,NaN
2292,587,"Vocht in per tijdsinterval","Vocht in per tijdsinterval",6,11
2293,587,"Waarvan Plasma","Waarvan Plasma",6,11
2294,587,"Waarvan Colloiden","Waarvan Colloiden",6,11
2295,587,"Overige vloeistoffen","Overige vloeistoffen",6,11
2296,587,"Waarvan Bloed","Waarvan Bloed",6,11
2297,653,"Verkoever verpleegkundige","Verkoever verpleegkundige",NaN,NaN
2298,592,"Oxybutynine (Dridase)","Oxybutynine (Dridase)",10,12
2299,602,"Blaasspoelvloeistof NaCl 0,9%","Blaasspoelvloeistof NaCl 0,9%",6,11
2300,602,"Blaasspoelvloeistof NaCl 0,9% + glycine","Blaasspoelvloeistof NaCl 0,9% + glycine",6,11
2301,621,"Blaasspoelvloeistof","Blaasspoelvloeistof",6,11
2302,713,"Infuus verkoever (1)","Infuus verkoever (1)",0,NaN
2303,713,"Infuus verkoever (2)","Infuus verkoever (2)",0,NaN
2304,713,"Overig infuus verkoever (1)","Overig infuus verkoever (1)",0,NaN
2305,713,"Inloopsnelheid infuus (1)","Inloopsnelheid infuus (1)",0,NaN
2306,713,"Inloopsnelheid infuus (2)","Inloopsnelheid infuus (2)",0,NaN
2307,713,"Andere inloopsnelheid infuus (2)","Andere inloopsnelheid infuus (2)",0,NaN
2308,713,"Andere inloopsnelheid infuus (1)","Andere inloopsnelheid infuus (1)",0,NaN
2309,713,"Overig infuus verkoever (2)","Overig infuus verkoever (2)",0,NaN
2310,713,"Controles verkoever","Controles verkoever",0,NaN
2311,713,"Radiologie verkoever","Radiologie verkoever",0,NaN
2312,713,"Overig radiologie verkoever","Overig radiologie verkoever",0,NaN
2313,713,"ECG verkoever","ECG verkoever",0,NaN
2314,713,"Labcontroles verkoever","Labcontroles verkoever",0,NaN
2315,713,"Overig labcontroles verkoever","Overig labcontroles verkoever",0,NaN
2523,587,"Vocht uit huidige dag","Vocht uit huidige dag",6,11
2524,587,"Vochtbalans huidige dag","Vochtbalans huidige dag",6,11
2525,591,"Liquordrain totaal","Liquordrain totaal",6,11
2526,587,"Bloed uit OK PACU","Bloed uit OK PACU",6,11
2528,721,"X-Thorax (p)","X-Thorax (p)",0,13
2529,721,"Hb; Ht; Leuco, Thrombo","Hb; Ht; Leuco, Thrombo",0,13
2530,721,"APTT, PT, INR","APTT, PT, INR",0,13
2531,721,"ABG, Na, K, Gluc","ABG, Na, K, Gluc",0,13
2532,721,"Ur, Creat, Na, K, Gluc","Ur, Creat, Na, K, Gluc",0,13
2533,721,"Lab (zie opmerking)","Lab (zie opmerking)",0,13
2534,722,"IPPV/SIMV","IPPV/SIMV",0,13
2535,722,"BIPAP/ASB","BIPAP/ASB",0,13
2536,722,"CPAP/ASB","CPAP/ASB",0,13
2537,722,"Zuigen aan thoraxdrain in cm H2O (zie opm)","Zuigen aan thoraxdrain in cm H2O (zie opm)",0,13
2538,722,"Glasgow coma score","Glasgow coma score",0,13
2539,722,"Pulsaties controle","Pulsaties controle",0,13
2540,722,"Grenzen circulatie","Grenzen circulatie",0,13
2541,722,"Grenzen respiratie","Grenzen respiratie",0,13
2543,722,"Ondergrens ABP/NIBP systole","Ondergrens ABP/NIBP systole",173,11
2544,722,"Bovengrens ABP/NIBP systole","Bovengrens ABP/NIBP systole",173,11
2545,722,"Bovengrens ABP/NIBP diastole","Bovengrens ABP/NIBP diastole",173,11
2546,722,"Ondergrens ABP/NIBP diastole","Ondergrens ABP/NIBP diastole",173,11
2547,722,"Ondergrens ABP/NIBP mean","Ondergrens ABP/NIBP mean",173,11
2548,722,"Bovengrens ABP/NIBP mean","Bovengrens ABP/NIBP mean",173,11
2551,722,"Ondergrens CVD","Ondergrens CVD",173,11
2552,722,"Bovengrens CVD","Bovengrens CVD",173,11
2559,722,"Grenzen diurese","Grenzen diurese",0,13
2560,722,"Bovengrens hartfrequentie","Bovengrens hartfrequentie",15,11
2561,722,"Ondergrens hartfrequentie","Ondergrens hartfrequentie",15,11
2562,722,"Bovengrens ademhalingsfrequentie","Bovengrens ademhalingsfrequentie",15,11
2563,722,"Ondergrens ademhalingsfrequentie","Ondergrens ademhalingsfrequentie",15,11
2564,722,"Bovengrens SpO2","Bovengrens SpO2",301,11
2565,722,"Ondergrens SpO2","Ondergrens SpO2",301,11
2566,722,"Ondergrens diurese","Ondergrens diurese",6,11
2567,722,"Bovengrens diurese","Bovengrens diurese",6,11
2659,652,"Opmerkingen belijning","Opmerking belijning",0,NaN
2661,722,"Bovengrens glucose","Bovengrens glucose",0,12
2662,722,"Ondergrens glucose","Ondergrens glucose",0,12
2663,722,"Bij te hoog glucose:","Bij te hoog glucose:",0,NaN
2664,722,"Bij te laag glucose:","Bij te laag glucose:",0,NaN
2665,722,"Grenzen glucose","Grenzen glucose",0,13
2666,666,"Opmerkingen telprocedure","Opmerkingen telprocedure",0,NaN
2667,666,"Deppers No.2 (GT1)","Deppers No.2 (GT1)",0,11
2668,666,"Deppers No.2 (GT2)","Deppers No.2 (GT2)",0,11
2669,666,"Deppers No.2 (GT3)","Deppers No.2 (GT3)",0,11
2670,666,"Deppers No.2 (GT4)","Deppers No.2 (GT4)",0,11
2671,666,"Deppers No.3 (GT1)","Deppers No.3 (GT1)",0,11
2672,666,"Deppers No.3 (GT2)","Deppers No.3 (GT2)",0,11
2673,666,"Deppers No.3 (GT3)","Deppers No.3 (GT3)",0,11
2674,666,"Deppers No.3 (GT4)","Deppers No.3 (GT4)",0,11
2675,666,"Deppers No.7 (GT1)","Deppers No.7 (GT1)",0,11
2676,666,"Deppers No.7 (GT2)","Deppers No.7 (GT2)",0,11
2677,666,"Deppers No.7 (GT3)","Deppers No.7 (GT3)",0,11
2678,666,"Deppers No.7 (GT4)","Deppers No.7 (GT4)",0,11
2679,692,"Functie Plastisch chirurg (1) operatie 2","Functie Plastisch chirurg (1) operatie 2",0,NaN
2680,692,"Functie Plastisch chirurg (1) operatie 3","Functie Plastisch chirurg (1) operatie 3",0,NaN
2681,692,"Functie Plastisch chirurg (1) operatie 4","Functie Plastisch chirurg (1) operatie 4",0,NaN
2682,692,"Functie Plastisch chirurg (1) operatie 5","Functie Plastisch chirurg (1) operatie 5",0,NaN
2683,692,"Functie Plastisch chirurg (2) operatie 2","Functie Plastisch chirurg (2) operatie 2",0,NaN
2684,692,"Functie Plastisch chirurg (2) operatie 3","Functie Plastisch chirurg (2) operatie 3",0,NaN
2685,692,"Functie Plastisch chirurg (2) operatie 4","Functie Plastisch chirurg (2) operatie 4",0,NaN
2686,692,"Functie Plastisch chirurg (2) operatie 5","Functie Plastisch chirurg (2) operatie 5",0,NaN
2687,692,"Functie Plastisch chirurg (3) operatie 2","Functie Plastisch chirurg (3) operatie 2",0,NaN
2688,692,"Functie Plastisch chirurg (3) operatie 3","Functie Plastisch chirurg (3) operatie 3",0,NaN
2689,692,"Functie Plastisch chirurg (3) operatie 4","Functie Plastisch chirurg (3) operatie 4",0,NaN
2690,692,"Functie Plastisch chirurg (3) operatie 5","Functie Plastisch chirurg (3) operatie 5",0,NaN
2691,692,"Plastisch chirurg (1) operatie 2","Plastisch chirurg (1) operatie 2",0,NaN
2692,692,"Plastisch chirurg (1) operatie 3","Plastisch chirurg (1) operatie 3",0,NaN
2693,692,"Plastisch chirurg (1) operatie 4","Plastisch chirurg (1) operatie 4",0,NaN
2694,692,"Plastisch chirurg (1) operatie 5","Plastisch chirurg (1) operatie 5",0,NaN
2695,692,"Plastisch chirurg (2) operatie 3","Plastisch chirurg (2) operatie 3",0,NaN
2696,692,"Plastisch chirurg (2) operatie 2","Plastisch chirurg (2) operatie 2",0,NaN
2697,692,"Plastisch chirurg (2) operatie 4","Plastisch chirurg (2) operatie 4",0,NaN
2698,692,"Plastisch chirurg (2) operatie 5","Plastisch chirurg (2) operatie 5",0,NaN
2699,692,"Plastisch chirurg (3) operatie 2","Plastisch chirurg (3) operatie 2",0,NaN
